0.099142	0.025280
0.539558	1.053846
0.790240	0.533214
0.242204	0.209359
0.152324	0.132858
0.252649	-0.055613
0.895930	1.077275
0.133300	-0.223143
0.559763	1.253151
0.643665	1.024241
0.877241	0.797005
0.613765	1.621091
0.645762	1.026886
0.651376	1.315384
0.697718	1.212434
0.742527	1.087056
0.901056	1.055900
0.362314	-0.556464
0.948268	0.631862
0.000234	0.060903
0.750078	0.906291
0.325412	-0.219245
0.726828	1.017112
0.348013	0.048939
0.458121	-0.061456
0.280738	-0.228880
0.567704	0.969058
0.750918	0.748104
0.575805	0.899090
0.507940	1.107265
0.071769	-0.110946
0.553520	1.391273
0.401152	-0.121640
0.406649	-0.366317
0.652121	1.004346
0.347837	-0.153405
0.081931	-0.269756
0.821648	1.280895
0.048014	0.064496
0.130962	0.184241
0.773422	1.125943
0.789625	0.552614
0.096994	0.227167
0.625791	1.244731
0.589575	1.185812
0.323181	0.180811
0.822443	1.086648
0.360323	-0.204830
0.950153	1.022906
0.527505	0.879560
0.860049	0.717490
0.007044	0.094150
0.438367	0.034014
0.574573	1.066130
0.536689	0.867284
0.782167	0.886049
0.989888	0.744207
0.761474	1.058262
0.985425	1.227946
0.132543	-0.329372
0.346986	-0.150389
0.768784	0.899705
0.848921	1.170959
0.449280	0.069098
0.066172	0.052439
0.813719	0.706601
0.661923	0.767040
0.529491	1.022206
0.846455	0.720030
0.448656	0.026974
0.795072	0.965721
0.118156	-0.077409
0.084248	-0.019547
0.845815	0.952617
0.576946	1.234129
0.772083	1.299018
0.696648	0.845423
0.595012	1.213435
0.648675	1.287407
0.897094	1.240209
0.552990	1.036158
0.332982	0.210084
0.065615	-0.306970
0.278661	0.253628
0.773168	1.140917
0.203693	-0.064036
0.355688	-0.119399
0.988852	1.069062
0.518735	1.037179
0.514563	1.156648
0.976414	0.862911
0.919074	1.123413
0.697777	0.827805
0.928097	0.883225
0.900272	0.996871
0.344102	-0.061539
0.148049	0.204298
0.130052	-0.026167
0.302001	0.317135
0.337100	0.026332
0.314924	-0.001952
0.269681	-0.165971
0.196005	-0.048847
0.129061	0.305107
0.936783	1.026258
0.305540	-0.115991
0.683921	1.414382
0.622398	0.766330
0.902532	0.861601
0.712503	0.933490
0.590062	0.705531
0.723120	1.307248
0.188218	0.113685
0.643601	0.782552
0.520207	1.209557
0.233115	-0.348147
0.465625	-0.152940
0.884512	1.117833
0.663200	0.701634
0.268857	0.073447
0.729234	0.931956
0.429664	-0.188659
0.737189	1.200781
0.378595	-0.296094
0.930173	1.035645
0.774301	0.836763
0.273940	-0.085713
0.824442	1.082153
0.626011	0.840544
0.679390	1.307217
0.578252	0.921885
0.785541	1.165296
0.597409	0.974770
0.014083	-0.132525
0.663870	1.187129
0.552381	1.369630
0.683886	0.999985
0.210334	-0.006899
0.604529	1.212685
0.250744	0.046297
