0.036098	0.155096
0.993349	1.077553
0.530897	0.893462
0.712386	0.564858
0.343554	-0.371700
0.098016	-0.332760
0.691115	0.834391
0.091358	0.099935
0.727098	1.000567
0.951949	0.945255
0.768596	0.760219
0.541314	0.893748
0.146366	0.034283
0.673195	0.915077
0.183510	0.184843
0.339563	0.206783
0.517921	1.493586
0.703755	1.101678
0.008307	0.069976
0.243909	-0.029467
0.306964	-0.177321
0.036492	0.408155
0.295511	0.002882
0.837522	1.229373
0.202054	-0.087744
0.919384	1.029889
0.377201	-0.243550
0.814825	1.095206
0.611270	0.982036
0.072243	-0.420983
0.410230	0.331722
0.869077	1.114825
0.620599	1.334421
0.101149	0.068834
0.820802	1.325907
0.520044	0.961983
0.488130	-0.097791
0.819823	0.835264
0.975022	0.673579
0.953112	1.064690
0.475976	-0.163707
0.273147	-0.455219
0.804586	0.924033
0.074795	-0.349692
0.625336	0.623696
0.656218	0.958506
0.834078	1.010580
0.781930	1.074488
0.009849	0.056594
0.302217	-0.148650
0.678287	0.907727
0.180506	0.103676
0.193641	-0.327589
0.343479	0.175264
0.145809	0.136979
0.996757	1.035533
0.590210	1.336661
0.238070	-0.358459
0.561362	1.070529
0.377597	0.088505
